,Data,Cum dec,Actual Label,ECG decision,mlp decision
3771,"BPM                        75.949367
EGM Mean RV                 0.356214
EGM STD RV                  0.623085
EGM Skewness RV             1.815887
EGM Kurtosis RV             1.795392
R-R Interval RV           790.000000
Per Mean                   70.009484
Per STD                     7.114274
Per Skewness               -0.057319
Per Kurtosis               -0.758886
Current Perfusion Grad      0.000000
Quality of Perfusion        3.000547
Perfusion Amplitude         0.000000
Name: 3771, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3772,"BPM                        75.376884
EGM Mean RV                 0.365991
EGM STD RV                  0.640144
EGM Skewness RV             1.804946
EGM Kurtosis RV             1.770706
R-R Interval RV           796.000000
Per Mean                   64.154064
Per STD                     6.978128
Per Skewness                0.370034
Per Kurtosis               -0.477676
Current Perfusion Grad      0.000000
Quality of Perfusion        2.940865
Perfusion Amplitude         0.000000
Name: 3772, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3773,"BPM                        73.439412
EGM Mean RV                 0.378175
EGM STD RV                  0.671782
EGM Skewness RV             1.861582
EGM Kurtosis RV             2.009821
R-R Interval RV           817.000000
Per Mean                   54.644353
Per STD                     7.595905
Per Skewness                0.881267
Per Kurtosis               -0.222883
Current Perfusion Grad      0.000000
Quality of Perfusion        2.858735
Perfusion Amplitude         0.000000
Name: 3773, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3774,"BPM                        74.719801
EGM Mean RV                 0.382809
EGM STD RV                  0.677425
EGM Skewness RV             1.827243
EGM Kurtosis RV             1.855441
R-R Interval RV           803.000000
Per Mean                   49.308746
Per STD                     7.190949
Per Skewness                0.776769
Per Kurtosis               -0.717987
Current Perfusion Grad      0.000000
Quality of Perfusion        2.869663
Perfusion Amplitude         0.000000
Name: 3774, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3775,"BPM                        75.662043
EGM Mean RV                 0.364495
EGM STD RV                  0.639430
EGM Skewness RV             1.834909
EGM Kurtosis RV             1.873461
R-R Interval RV           793.000000
Per Mean                   53.070138
Per STD                     5.887796
Per Skewness                0.585749
Per Kurtosis               -1.323241
Current Perfusion Grad      0.638797
Quality of Perfusion        2.963048
Perfusion Amplitude        -0.275376
Name: 3775, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3776,"BPM                        75.853350
EGM Mean RV                 0.356104
EGM STD RV                  0.630066
EGM Skewness RV             1.813540
EGM Kurtosis RV             1.786288
R-R Interval RV           791.000000
Per Mean                   56.810328
Per STD                     6.499230
Per Skewness                0.317768
Per Kurtosis               -1.424669
Current Perfusion Grad      1.721553
Quality of Perfusion        3.131219
Perfusion Amplitude         0.423197
Name: 3776, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3777,"BPM                        75.187970
EGM Mean RV                 0.368430
EGM STD RV                  0.655456
EGM Skewness RV             1.837152
EGM Kurtosis RV             1.898025
R-R Interval RV           798.000000
Per Mean                   55.683673
Per STD                     6.108276
Per Skewness               -0.481863
Per Kurtosis               -0.549684
Current Perfusion Grad      3.635493
Quality of Perfusion        3.080440
Perfusion Amplitude         1.129540
Name: 3777, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3778,"BPM                        73.619632
EGM Mean RV                 0.386885
EGM STD RV                  0.690474
EGM Skewness RV             1.852331
EGM Kurtosis RV             1.950859
R-R Interval RV           815.000000
Per Mean                   62.448789
Per STD                     5.714586
Per Skewness                0.460945
Per Kurtosis               -1.053435
Current Perfusion Grad     18.865733
Quality of Perfusion        2.979650
Perfusion Amplitude         2.842218
Name: 3778, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3779,"BPM                        74.165637
EGM Mean RV                 0.375328
EGM STD RV                  0.674455
EGM Skewness RV             1.861227
EGM Kurtosis RV             1.982331
R-R Interval RV           809.000000
Per Mean                   71.571504
Per STD                     8.156482
Per Skewness                0.499598
Per Kurtosis               -1.127401
Current Perfusion Grad     25.643411
Quality of Perfusion        2.898915
Perfusion Amplitude         3.190090
Name: 3779, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3780,"BPM                        74.349442
EGM Mean RV                 0.360789
EGM STD RV                  0.645427
EGM Skewness RV             1.852529
EGM Kurtosis RV             1.941665
R-R Interval RV           807.000000
Per Mean                   75.141995
Per STD                     9.006250
Per Skewness                0.277196
Per Kurtosis               -1.381747
Current Perfusion Grad     22.785673
Quality of Perfusion        2.794328
Perfusion Amplitude         3.117933
Name: 3780, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3781,"BPM                        76.335878
EGM Mean RV                 0.362656
EGM STD RV                  0.634401
EGM Skewness RV             1.803234
EGM Kurtosis RV             1.745509
R-R Interval RV           786.000000
Per Mean                   77.726379
Per STD                     7.220965
Per Skewness                0.018897
Per Kurtosis               -1.395065
Current Perfusion Grad     15.070701
Quality of Perfusion        2.840686
Perfusion Amplitude         2.637286
Name: 3781, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3782,"BPM                        75.000000
EGM Mean RV                 0.359438
EGM STD RV                  0.637619
EGM Skewness RV             1.820992
EGM Kurtosis RV             1.824363
R-R Interval RV           800.000000
Per Mean                   75.969429
Per STD                     7.353675
Per Skewness                0.182472
Per Kurtosis               -1.449254
Current Perfusion Grad     17.206057
Quality of Perfusion        2.825713
Perfusion Amplitude         2.777063
Name: 3782, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3783,"BPM                        72.289157
EGM Mean RV                 0.369194
EGM STD RV                  0.656593
EGM Skewness RV             1.869154
EGM Kurtosis RV             2.021780
R-R Interval RV           830.000000
Per Mean                   76.114693
Per STD                    10.029196
Per Skewness                0.072240
Per Kurtosis               -1.595335
Current Perfusion Grad     22.039523
Quality of Perfusion        2.821008
Perfusion Amplitude         3.058425
Name: 3783, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3784,"BPM                        75.000000
EGM Mean RV                 0.374153
EGM STD RV                  0.665297
EGM Skewness RV             1.828466
EGM Kurtosis RV             1.858133
R-R Interval RV           800.000000
Per Mean                   78.475791
Per STD                     7.169780
Per Skewness               -0.070054
Per Kurtosis               -1.405400
Current Perfusion Grad     12.547489
Quality of Perfusion        2.783626
Perfusion Amplitude         2.490142
Name: 3784, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3785,"BPM                        75.376884
EGM Mean RV                 0.365065
EGM STD RV                  0.639941
EGM Skewness RV             1.833236
EGM Kurtosis RV             1.882641
R-R Interval RV           796.000000
Per Mean                   74.538065
Per STD                     9.246871
Per Skewness                0.228930
Per Kurtosis               -1.346988
Current Perfusion Grad     17.922182
Quality of Perfusion        2.898243
Perfusion Amplitude         2.828189
Name: 3785, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3786,"BPM                        75.662043
EGM Mean RV                 0.353161
EGM STD RV                  0.626581
EGM Skewness RV             1.817729
EGM Kurtosis RV             1.804008
R-R Interval RV           793.000000
Per Mean                   76.308043
Per STD                     8.727923
Per Skewness                0.286832
Per Kurtosis               -1.172512
Current Perfusion Grad     16.892119
Quality of Perfusion        2.769990
Perfusion Amplitude         2.763279
Name: 3786, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3787,"BPM                        74.534161
EGM Mean RV                 0.350855
EGM STD RV                  0.616406
EGM Skewness RV             1.820524
EGM Kurtosis RV             1.824111
R-R Interval RV           805.000000
Per Mean                   74.744774
Per STD                     7.902587
Per Skewness                0.346857
Per Kurtosis               -0.997060
Current Perfusion Grad     15.480189
Quality of Perfusion        2.760930
Perfusion Amplitude         2.609949
Name: 3787, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3788,"BPM                        74.626866
EGM Mean RV                 0.379853
EGM STD RV                  0.668192
EGM Skewness RV             1.861121
EGM Kurtosis RV             2.048852
R-R Interval RV           804.000000
Per Mean                   74.983167
Per STD                     7.572796
Per Skewness                0.296999
Per Kurtosis               -0.943666
Current Perfusion Grad     16.211556
Quality of Perfusion        2.793924
Perfusion Amplitude         2.690619
Name: 3788, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3789,"BPM                        76.142132
EGM Mean RV                 0.390850
EGM STD RV                  0.674989
EGM Skewness RV             1.808074
EGM Kurtosis RV             1.810219
R-R Interval RV           788.000000
Per Mean                   76.217585
Per STD                     6.136233
Per Skewness                0.732846
Per Kurtosis               -0.799296
Current Perfusion Grad     19.635494
Quality of Perfusion        2.797703
Perfusion Amplitude         2.885385
Name: 3789, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3790,"BPM                        75.566751
EGM Mean RV                 0.367725
EGM STD RV                  0.643593
EGM Skewness RV             1.814873
EGM Kurtosis RV             1.802923
R-R Interval RV           794.000000
Per Mean                   76.713960
Per STD                     6.006069
Per Skewness                0.802162
Per Kurtosis               -0.741453
Current Perfusion Grad     18.590451
Quality of Perfusion        2.819091
Perfusion Amplitude         2.888213
Name: 3790, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3791,"BPM                        75.093867
EGM Mean RV                 0.355531
EGM STD RV                  0.631228
EGM Skewness RV             1.826256
EGM Kurtosis RV             1.839012
R-R Interval RV           799.000000
Per Mean                   81.733659
Per STD                     3.323200
Per Skewness               -0.389419
Per Kurtosis               -1.592911
Current Perfusion Grad     10.025632
Quality of Perfusion        2.878510
Perfusion Amplitude         2.067171
Name: 3791, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3792,"BPM                        75.566751
EGM Mean RV                 0.374924
EGM STD RV                  0.659884
EGM Skewness RV             1.844051
EGM Kurtosis RV             1.945457
R-R Interval RV           794.000000
Per Mean                   78.608160
Per STD                     5.522609
Per Skewness                0.196514
Per Kurtosis               -1.715944
Current Perfusion Grad     13.874730
Quality of Perfusion        2.857672
Perfusion Amplitude         2.376718
Name: 3792, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3793,"BPM                        72.028812
EGM Mean RV                 0.382193
EGM STD RV                  0.673389
EGM Skewness RV             1.852304
EGM Kurtosis RV             1.968742
R-R Interval RV           833.000000
Per Mean                   76.533196
Per STD                    10.376311
Per Skewness                0.326724
Per Kurtosis               -1.664168
Current Perfusion Grad     24.257811
Quality of Perfusion        2.965556
Perfusion Amplitude         2.952398
Name: 3793, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3794,"BPM                        74.441687
EGM Mean RV                 0.369526
EGM STD RV                  0.657629
EGM Skewness RV             1.846768
EGM Kurtosis RV             1.926991
R-R Interval RV           806.000000
Per Mean                   75.272525
Per STD                    12.194803
Per Skewness                0.265273
Per Kurtosis               -1.501045
Current Perfusion Grad     27.188757
Quality of Perfusion        3.037850
Perfusion Amplitude         2.790166
Name: 3794, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3795,"BPM                        75.662043
EGM Mean RV                 0.371319
EGM STD RV                  0.653903
EGM Skewness RV             1.814000
EGM Kurtosis RV             1.791083
R-R Interval RV           793.000000
Per Mean                   72.089644
Per STD                    13.910078
Per Skewness               -0.245613
Per Kurtosis               -1.322600
Current Perfusion Grad     13.127521
Quality of Perfusion        3.054141
Perfusion Amplitude         1.935347
Name: 3795, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3796,"BPM                        75.566751
EGM Mean RV                 0.354728
EGM STD RV                  0.624471
EGM Skewness RV             1.816018
EGM Kurtosis RV             1.809678
R-R Interval RV           794.000000
Per Mean                   66.953534
Per STD                    18.755600
Per Skewness               -0.122114
Per Kurtosis               -1.342063
Current Perfusion Grad     24.916221
Quality of Perfusion        2.968687
Perfusion Amplitude         2.673686
Name: 3796, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3797,"BPM                        73.349633
EGM Mean RV                 0.353066
EGM STD RV                  0.621787
EGM Skewness RV             1.855570
EGM Kurtosis RV             1.981550
R-R Interval RV           818.000000
Per Mean                   63.765566
Per STD                    23.145990
Per Skewness               -0.039419
Per Kurtosis               -1.341796
Current Perfusion Grad     30.362922
Quality of Perfusion        2.536003
Perfusion Amplitude         2.991630
Name: 3797, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3798,"BPM                        74.349442
EGM Mean RV                 0.378445
EGM STD RV                  0.657102
EGM Skewness RV             1.824798
EGM Kurtosis RV             1.868700
R-R Interval RV           807.000000
Per Mean                   66.503006
Per STD                    21.795502
Per Skewness               -0.138608
Per Kurtosis               -1.318792
Current Perfusion Grad     25.601296
Quality of Perfusion        2.529915
Perfusion Amplitude         2.754682
Name: 3798, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3799,"BPM                        75.471698
EGM Mean RV                 0.370952
EGM STD RV                  0.652376
EGM Skewness RV             1.815012
EGM Kurtosis RV             1.810269
R-R Interval RV           795.000000
Per Mean                   68.590299
Per STD                    20.293843
Per Skewness               -0.311829
Per Kurtosis               -1.265583
Current Perfusion Grad     18.879136
Quality of Perfusion        2.552384
Perfusion Amplitude         2.370585
Name: 3799, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3800,"BPM                        76.824584
EGM Mean RV                 0.369652
EGM STD RV                  0.642480
EGM Skewness RV             1.794256
EGM Kurtosis RV             1.725255
R-R Interval RV           781.000000
Per Mean                   67.398457
Per STD                    21.654473
Per Skewness               -0.259059
Per Kurtosis               -1.284755
Current Perfusion Grad     23.155064
Quality of Perfusion        2.600398
Perfusion Amplitude         2.597410
Name: 3800, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3801,"BPM                        75.471698
EGM Mean RV                 0.363963
EGM STD RV                  0.640615
EGM Skewness RV             1.817120
EGM Kurtosis RV             1.804324
R-R Interval RV           795.000000
Per Mean                   70.756258
Per STD                    20.850155
Per Skewness               -0.209345
Per Kurtosis               -1.273324
Current Perfusion Grad     29.398538
Quality of Perfusion        2.542109
Perfusion Amplitude         2.866719
Name: 3801, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3802,"BPM                        75.093867
EGM Mean RV                 0.354774
EGM STD RV                  0.626778
EGM Skewness RV             1.821362
EGM Kurtosis RV             1.822717
R-R Interval RV           799.000000
Per Mean                   71.331967
Per STD                    20.663460
Per Skewness               -0.254762
Per Kurtosis               -1.285365
Current Perfusion Grad     25.626097
Quality of Perfusion        2.485903
Perfusion Amplitude         2.708982
Name: 3802, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3803,"BPM                        74.626866
EGM Mean RV                 0.383186
EGM STD RV                  0.678096
EGM Skewness RV             1.863310
EGM Kurtosis RV             2.065945
R-R Interval RV           804.000000
Per Mean                   69.297532
Per STD                    22.183491
Per Skewness               -0.274509
Per Kurtosis               -1.275712
Current Perfusion Grad     27.504818
Quality of Perfusion        2.548718
Perfusion Amplitude         2.790987
Name: 3803, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3804,"BPM                        74.906367
EGM Mean RV                 0.389829
EGM STD RV                  0.686857
EGM Skewness RV             1.825670
EGM Kurtosis RV             1.871504
R-R Interval RV           801.000000
Per Mean                   70.432926
Per STD                    20.695021
Per Skewness               -0.230963
Per Kurtosis               -1.266330
Current Perfusion Grad     31.312170
Quality of Perfusion        2.571844
Perfusion Amplitude         2.933670
Name: 3804, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3805,"BPM                        75.093867
EGM Mean RV                 0.357050
EGM STD RV                  0.630519
EGM Skewness RV             1.831852
EGM Kurtosis RV             1.873023
R-R Interval RV           799.000000
Per Mean                   67.497684
Per STD                    22.771569
Per Skewness               -0.226045
Per Kurtosis               -1.285711
Current Perfusion Grad     33.123704
Quality of Perfusion        2.599862
Perfusion Amplitude         3.013446
Name: 3805, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3806,"BPM                        76.335878
EGM Mean RV                 0.353439
EGM STD RV                  0.620364
EGM Skewness RV             1.802357
EGM Kurtosis RV             1.750650
R-R Interval RV           786.000000
Per Mean                   67.392110
Per STD                    23.012769
Per Skewness               -0.214776
Per Kurtosis               -1.299040
Current Perfusion Grad     33.887550
Quality of Perfusion        2.590549
Perfusion Amplitude         3.061458
Name: 3806, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3807,"BPM                        75.949367
EGM Mean RV                 0.361005
EGM STD RV                  0.629387
EGM Skewness RV             1.791680
EGM Kurtosis RV             1.712167
R-R Interval RV           790.000000
Per Mean                   68.611487
Per STD                    22.081473
Per Skewness               -0.172367
Per Kurtosis               -1.339924
Current Perfusion Grad     34.135165
Quality of Perfusion        2.689908
Perfusion Amplitude         3.080169
Name: 3807, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3808,"BPM                        73.260073
EGM Mean RV                 0.382984
EGM STD RV                  0.684546
EGM Skewness RV             1.901201
EGM Kurtosis RV             2.224588
R-R Interval RV           819.000000
Per Mean                   69.336866
Per STD                    21.500086
Per Skewness               -0.182501
Per Kurtosis               -1.317290
Current Perfusion Grad     33.551633
Quality of Perfusion        2.673940
Perfusion Amplitude         3.048761
Name: 3808, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3809,"BPM                        74.441687
EGM Mean RV                 0.387489
EGM STD RV                  0.687224
EGM Skewness RV             1.851559
EGM Kurtosis RV             1.982817
R-R Interval RV           806.000000
Per Mean                   69.451380
Per STD                    20.849824
Per Skewness               -0.211836
Per Kurtosis               -1.281193
Current Perfusion Grad     32.215390
Quality of Perfusion        2.695496
Perfusion Amplitude         2.978555
Name: 3809, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3810,"BPM                        74.719801
EGM Mean RV                 0.370878
EGM STD RV                  0.650247
EGM Skewness RV             1.842500
EGM Kurtosis RV             1.927160
R-R Interval RV           803.000000
Per Mean                   69.920177
Per STD                    20.702054
Per Skewness               -0.161358
Per Kurtosis               -1.335346
Current Perfusion Grad     33.164239
Quality of Perfusion        2.738173
Perfusion Amplitude         3.030890
Name: 3810, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3811,"BPM                        74.906367
EGM Mean RV                 0.355032
EGM STD RV                  0.631114
EGM Skewness RV             1.844450
EGM Kurtosis RV             1.927157
R-R Interval RV           801.000000
Per Mean                   74.329487
Per STD                    17.646060
Per Skewness               -0.096373
Per Kurtosis               -1.386301
Current Perfusion Grad     30.799862
Quality of Perfusion        2.774610
Perfusion Amplitude         2.954647
Name: 3811, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3812,"BPM                        73.349633
EGM Mean RV                 0.347785
EGM STD RV                  0.613628
EGM Skewness RV             1.848680
EGM Kurtosis RV             1.948282
R-R Interval RV           818.000000
Per Mean                   77.984886
Per STD                    15.101541
Per Skewness               -0.074331
Per Kurtosis               -1.378048
Current Perfusion Grad     27.213682
Quality of Perfusion        2.640302
Perfusion Amplitude         2.816160
Name: 3812, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3813,"BPM                        73.619632
EGM Mean RV                 0.373292
EGM STD RV                  0.647128
EGM Skewness RV             1.829410
EGM Kurtosis RV             1.920598
R-R Interval RV           815.000000
Per Mean                   75.872965
Per STD                    16.789526
Per Skewness               -0.227407
Per Kurtosis               -1.303084
Current Perfusion Grad     22.347861
Quality of Perfusion        2.771438
Perfusion Amplitude         2.589254
Name: 3813, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3814,"BPM                        74.906367
EGM Mean RV                 0.380794
EGM STD RV                  0.675047
EGM Skewness RV             1.835982
EGM Kurtosis RV             1.888631
R-R Interval RV           801.000000
Per Mean                   76.453356
Per STD                    14.597885
Per Skewness               -0.247924
Per Kurtosis               -1.337131
Current Perfusion Grad     15.946508
Quality of Perfusion        2.775953
Perfusion Amplitude         2.231623
Name: 3814, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3815,"BPM                        75.376884
EGM Mean RV                 0.363331
EGM STD RV                  0.646082
EGM Skewness RV             1.840962
EGM Kurtosis RV             1.919778
R-R Interval RV           796.000000
Per Mean                   78.051713
Per STD                    13.350176
Per Skewness               -0.130028
Per Kurtosis               -1.417481
Current Perfusion Grad     16.004592
Quality of Perfusion        2.712472
Perfusion Amplitude         2.253692
Name: 3815, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3816,"BPM                        76.530612
EGM Mean RV                 0.374776
EGM STD RV                  0.659364
EGM Skewness RV             1.834461
EGM Kurtosis RV             1.900849
R-R Interval RV           784.000000
Per Mean                   73.325075
Per STD                    14.892374
Per Skewness               -0.394092
Per Kurtosis               -1.317155
Current Perfusion Grad      1.594167
Quality of Perfusion        2.782555
Perfusion Amplitude        -0.091189
Name: 3816, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3817,"BPM                        76.238882
EGM Mean RV                 0.383745
EGM STD RV                  0.675140
EGM Skewness RV             1.792414
EGM Kurtosis RV             1.706963
R-R Interval RV           787.000000
Per Mean                   67.131457
Per STD                    17.141456
Per Skewness               -0.424792
Per Kurtosis               -1.267117
Current Perfusion Grad      2.818285
Quality of Perfusion        2.716460
Perfusion Amplitude         0.494266
Name: 3817, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3818,"BPM                        72.904010
EGM Mean RV                 0.376263
EGM STD RV                  0.671014
EGM Skewness RV             1.865035
EGM Kurtosis RV             2.038989
R-R Interval RV           823.000000
Per Mean                   64.373945
Per STD                    18.550108
Per Skewness               -0.451043
Per Kurtosis               -1.245932
Current Perfusion Grad      0.000000
Quality of Perfusion        2.594533
Perfusion Amplitude         0.000000
Name: 3818, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3819,"BPM                        73.081608
EGM Mean RV                 0.365260
EGM STD RV                  0.653882
EGM Skewness RV             1.883523
EGM Kurtosis RV             2.103050
R-R Interval RV           821.000000
Per Mean                   65.387219
Per STD                    18.269916
Per Skewness               -0.434538
Per Kurtosis               -1.267305
Current Perfusion Grad      0.922837
Quality of Perfusion        2.656234
Perfusion Amplitude        -0.573095
Name: 3819, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3820,"BPM                        75.000000
EGM Mean RV                 0.355451
EGM STD RV                  0.628694
EGM Skewness RV             1.827110
EGM Kurtosis RV             1.846600
R-R Interval RV           800.000000
Per Mean                   65.621597
Per STD                    19.166049
Per Skewness               -0.435279
Per Kurtosis               -1.247563
Current Perfusion Grad      3.005859
Quality of Perfusion        2.615303
Perfusion Amplitude         0.608602
Name: 3820, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3821,"BPM                        76.433121
EGM Mean RV                 0.358529
EGM STD RV                  0.628851
EGM Skewness RV             1.804104
EGM Kurtosis RV             1.757790
R-R Interval RV           785.000000
Per Mean                   64.096077
Per STD                    20.519215
Per Skewness               -0.492141
Per Kurtosis               -1.184744
Current Perfusion Grad      1.123049
Quality of Perfusion        2.608843
Perfusion Amplitude        -0.365340
Name: 3821, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3822,"BPM                        73.349633
EGM Mean RV                 0.367040
EGM STD RV                  0.640270
EGM Skewness RV             1.849939
EGM Kurtosis RV             1.960718
R-R Interval RV           818.000000
Per Mean                   66.434485
Per STD                    21.313062
Per Skewness               -0.388237
Per Kurtosis               -1.242133
Current Perfusion Grad      9.523926
Quality of Perfusion        2.451433
Perfusion Amplitude         1.801143
Name: 3822, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3823,"BPM                        72.463768
EGM Mean RV                 0.381166
EGM STD RV                  0.671735
EGM Skewness RV             1.857404
EGM Kurtosis RV             1.990330
R-R Interval RV           828.000000
Per Mean                   70.237057
Per STD                    20.954045
Per Skewness               -0.405973
Per Kurtosis               -1.254542
Current Perfusion Grad      6.941546
Quality of Perfusion        2.356693
Perfusion Amplitude         1.472155
Name: 3823, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3824,"BPM                        73.439412
EGM Mean RV                 0.378569
EGM STD RV                  0.661118
EGM Skewness RV             1.856260
EGM Kurtosis RV             1.983271
R-R Interval RV           817.000000
Per Mean                   69.792730
Per STD                    21.519459
Per Skewness               -0.400052
Per Kurtosis               -1.248487
Current Perfusion Grad      9.027267
Quality of Perfusion        2.281523
Perfusion Amplitude         1.712832
Name: 3824, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3825,"BPM                        72.551391
EGM Mean RV                 0.343273
EGM STD RV                  0.623362
EGM Skewness RV             1.893892
EGM Kurtosis RV             2.110293
R-R Interval RV           827.000000
Per Mean                   68.234411
Per STD                    22.519876
Per Skewness               -0.431093
Per Kurtosis               -1.196824
Current Perfusion Grad      9.093818
Quality of Perfusion        2.214810
Perfusion Amplitude         1.705871
Name: 3825, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3826,"BPM                        74.441687
EGM Mean RV                 0.344175
EGM STD RV                  0.613174
EGM Skewness RV             1.843325
EGM Kurtosis RV             1.908804
R-R Interval RV           806.000000
Per Mean                   68.377110
Per STD                    23.409865
Per Skewness               -0.448412
Per Kurtosis               -1.190848
Current Perfusion Grad      9.641490
Quality of Perfusion        2.314626
Perfusion Amplitude         1.771204
Name: 3826, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3827,"BPM                        73.349633
EGM Mean RV                 0.368928
EGM STD RV                  0.640996
EGM Skewness RV             1.846181
EGM Kurtosis RV             1.959906
R-R Interval RV           818.000000
Per Mean                   68.935234
Per STD                    22.852140
Per Skewness               -0.397465
Per Kurtosis               -1.228407
Current Perfusion Grad     15.378542
Quality of Perfusion        2.316724
Perfusion Amplitude         2.244318
Name: 3827, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3828,"BPM                        72.992701
EGM Mean RV                 0.380499
EGM STD RV                  0.669814
EGM Skewness RV             1.854636
EGM Kurtosis RV             1.980088
R-R Interval RV           822.000000
Per Mean                   67.836651
Per STD                    23.073758
Per Skewness               -0.424307
Per Kurtosis               -1.211523
Current Perfusion Grad     14.226807
Quality of Perfusion        2.404206
Perfusion Amplitude         2.171607
Name: 3828, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3829,"BPM                        73.260073
EGM Mean RV                 0.358052
EGM STD RV                  0.646144
EGM Skewness RV             1.873682
EGM Kurtosis RV             2.046591
R-R Interval RV           819.000000
Per Mean                   66.520391
Per STD                    22.499545
Per Skewness               -0.425865
Per Kurtosis               -1.217939
Current Perfusion Grad     13.155180
Quality of Perfusion        2.395139
Perfusion Amplitude         2.090234
Name: 3829, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3830,"BPM                        74.165637
EGM Mean RV                 0.365231
EGM STD RV                  0.645720
EGM Skewness RV             1.860292
EGM Kurtosis RV             1.997472
R-R Interval RV           809.000000
Per Mean                   65.854637
Per STD                    22.434497
Per Skewness               -0.418738
Per Kurtosis               -1.212773
Current Perfusion Grad     13.710062
Quality of Perfusion        2.439613
Perfusion Amplitude         2.147449
Name: 3830, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3831,"BPM                        74.534161
EGM Mean RV                 0.381807
EGM STD RV                  0.672912
EGM Skewness RV             1.845154
EGM Kurtosis RV             1.916198
R-R Interval RV           805.000000
Per Mean                   65.741304
Per STD                    22.123256
Per Skewness               -0.486032
Per Kurtosis               -1.145587
Current Perfusion Grad     12.604778
Quality of Perfusion        2.439529
Perfusion Amplitude         2.037312
Name: 3831, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
3832,"BPM                        73.800738
EGM Mean RV                 0.369526
EGM STD RV                  0.649955
EGM Skewness RV             1.850051
EGM Kurtosis RV             1.954618
R-R Interval RV           813.000000
Per Mean                   64.787254
Per STD                    22.194859
Per Skewness               -0.395318
Per Kurtosis               -1.203061
Current Perfusion Grad     17.734086
Quality of Perfusion        2.462397
Perfusion Amplitude         2.406669
Name: 3832, dtype: float64",no-shock,Lead Noise,no-shock,[1.]
